key,source,translation
guard_hill_10,Mmm... Bad cultists. They're definitely connected with witches.,อืม... ลัทธิมืดชั่วร้ายไง ต้องเกี่ยวข้องกับแม่มดแน่ ๆ
guard_hill_11,"Help me out here, Tom.",ช่วยฉันหน่อยนะ ทอม
guard_hill_12,They're witch-cultist bastards! They want to kill our beloved King!,ไอ้พวกแม่มดลัทธิมืด! มันจะฆ่าพระราชาผู้เป็นที่รักของเรา!
guard_hill_13,If they win. Mmmm.... They'll put an end to the <Great Inquisition>!,ถ้ามันชนะ อืม... มันจะยุบ <มหาศาลไต่สวน>!
guard_hill_14,Yeah! And we'll lose our jobs!,ใช่! แล้วเราก็ตกงาน!
guard_hill_15,Maybe you're a cultist!,หรือเจ้าจะเป็นพวกลัทธิมืด!
guard_hill_16,"No, no. I'm the <Graveyard Keeper> and I'm leaving.",ไม่ ไม่ ฉันคือ <ผู้ดูแลสุสาน> ฉันจะไปแล้ว
guard_hill_17,I can't check the <Pedestal> while they're here...,ฉันตรวจ <แท่น> ไม่ได้ตราบใดที่พวกเขายังอยู่...
@merchant_on_cure,I have that cure...,ฉันมีวิธีรักษา...
merchant_on_cure_1,"Here, I brought this cure for you. <Clotho> told me it would help.",นี่ ฉันนํายานี้มาให้คุณ <โคลโธ> บอกฉันว่ามันจะช่วยได้
merchant_on_cure_2,Hmm. Let me try it. I'll just sprinkle it on these fried grasshoppers.,อืม ขอลองหน่อย โรยบนตั๊กแตนทอดพวกนี้แล้วกัน
merchant_on_cure_3,Mmmm... Delicious! Even tastier than before...,อร่อยมาก อร่อยกว่าเดิมเลย
merchant_on_cure_4,Thank you so much. So where did you get this precious ingredient?,ขอบคุณมากๆ แล้วคุณได้ส่วนประกอบอันมีค่านี้มาจากไหน
merchant_on_cure_5,"I just made it myself. All it took was some alchemy, and a bit of common sense.",ฉันทำเอง ใช้การเล่นแร่แปรธาตุกับสามัญสำนึกนิดหน่อย
merchant_on_cure_6,Interesting... interesting... I see many possibilities here...,น่าสนใจ น่าสนใจ ฉันเห็นความเป็นไปได้มากมายที่นี่
merchant_on_cure_7,"This flavor could open many gates — even, perhaps, the palace gates...",รสชาตินี้สามารถเปิดประตูได้หลายๆ ประตู แม้กระทั่งประตูพระราชวัง
merchant_common_part_1,You seem like a reasonable guy I could trust.,คุณดูเหมือนคนที่มีเหตุผล ฉันสามารถไว้วางใจได้
merchant_common_part_2,Sure.,แน่นอน
merchant_common_part_3,I have a dream...,ฉันมีความฝัน...
merchant_common_part_4,And I happy to know you're on my side.,และผมก็ดีใจที่รู้ว่าคุณอยู่ข้างผม
merchant_common_part_5,It's time you and I achieved the justice we deserve!,มันถึงเวลาแล้ว ที่คุณและฉันจะได้ความยุติธรรมที่เราสมควรได้รับ
merchant_common_part_6,"I mean what we really, really deserve!",ผมหมายถึงสิ่งที่เราสมควรได้รับจริงๆ
merchant_common_part_7,"And to that end, I must become the <Keeper of the King's Kitchen> — and first tester, of course!",เพื่อการนั้น ข้าต้องได้เป็น <ผู้ดูแลห้องเครื่องหลวง> และคนชิมคนแรกด้วย แน่นอน!
merchant_common_part_8,"This will grant me incredible power! Plus I'll get to try all that delicious food, which only the king can afford.",ข้าจะมีอำนาจมหาศาล! แถมได้ชิมอาหารเลิศรสที่มีแต่พระราชาจ่ายไหว
merchant_common_part_9,And what's all this have to do with me?,แล้วนี่มันเกี่ยวอะไรกับฉัน?
merchant_common_part_10,Money! We'll make a killing.,เงินไง! เราจะรวยเละเลย
merchant_common_part_11,Then I'm in!,งั้นฉันเอาด้วย!
merchant_common_part_12,"To achieve my goal, we'll need to win the battle on two fronts.",เพื่อให้บรรลุเป้าหมายของข้า เราต้องชนะศึกทั้งสองด้าน
merchant_common_part_13,First we need to corner the high-end food market in <The Town>.,ก่อนอื่น เราต้องผูกขาดตลาดอาหารชั้นเลิศใน <เมืองใหญ่>
merchant_common_part_14,Second we need to bribe the members of the <Royal Council>!,จากนั้นติดสินบนสมาชิก <สภาราชสำนัก>!
merchant_on_cure_8,I'll need to arrange a dinner for some of the <Royal Council> members.,ข้าต้องจัดมื้อค่ำให้สมาชิก <สภาราชสำนัก> บางคน
merchant_on_cure_9,And that's where I need your help. I need you to cook a great dinner for 5 people.,ตรงนี้แหละที่ต้องให้เจ้าช่วย ทำมื้อค่ำสุดเลิศให้ 5 คน
merchant_on_cure_10,"Just make some snacks, a main course and some dessert. — But they should all be of the highest quality!",แค่เตรียมของว่าง อาหารจานหลัก และของหวาน แต่ทุกอย่างต้องคุณภาพสูงสุด!
merchant_on_cure_11,Why me? I'm no good at all this cooking stuff.,ทําไมต้องเป็นฉัน ฉันทําอาหารไม่เก่งเลย
merchant_on_cure_12,I can trust no other soul in <The Town>! The stakes are too high!,ข้าไว้ใจใครอื่นใน <เมืองใหญ่> ไม่ได้เลย! เดิมพันครั้งนี้สูงเกินไป!
merchant_on_cure_13,Why don't you cook it yourself?,ทําไมคุณไม่ทําเองล่ะ
merchant_on_cure_14,"Nonsense! I'm a foodie, not a cook!",เหลวไหล! ข้าเป็นนักชิม ไม่ใช่พ่อครัว!
merchant_on_cure_15,"Don't worry, you can do this. And that <Spice> you made — it'll make this dinner unforgettable!",ไม่ต้องห่วง เจ้าทำได้ และ <เครื่องเทศ> ที่เจ้าทำนั่นจะทำให้มื้อค่ำนี้ลืมไม่ลง!
